"행정구역별(시군구)","성별","연령별",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"동구","계","45~49세",26236,2231,1833,37,7,205,13,136,18478,13379,618,2588,47,135,198,X,X,1510,2237,234,179,1002,822,X,3020,267
"동구","계","50~54세",26902,3541,3139,48,7,135,15,197,17773,12480,717,2598,48,183,150,X,X,1594,1895,137,117,924,717,X,3355,335
"동구","계","55~59세",29018,6991,6517,69,12,91,29,273,15898,10676,752,2196,57,348,96,36,11,1726,1589,132,96,715,646,16,4131,393
"동구","계","60~64세",26967,10119,9585,72,15,60,26,361,10636,6520,492,1460,50,373,43,91,43,1564,1483,217,72,533,661,26,4324,379
"동구","계","65~69세",20372,9088,8767,38,19,34,22,208,5898,3124,228,918,36,232,21,119,50,1170,1336,261,80,379,616,12,3778,260
"동구","계","70~74세",15518,6724,6555,15,10,17,17,110,4138,1749,191,733,35,108,X,146,76,1097,1275,215,66,386,608,X,3180,197
"동구","계","75~79세",12868,4852,4748,11,X,8,14,68,3403,1013,127,664,46,103,X,158,142,1147,1485,213,79,509,684,6,2957,165
"동구","계","80~84세",7726,2229,2190,X,X,5,5,27,2060,357,66,361,45,185,X,78,151,814,1117,98,69,424,526,14,2204,102
"동구","계","85세이상",4033,659,638,X,X,X,X,14,1330,83,30,186,25,325,X,29,103,548,799,46,59,354,340,18,1135,92
"동구","남자","합계",160082,27553,25034,227,46,1288,107,851,99544,72553,6503,9210,262,863,964,536,477,8176,12252,1632,1208,4297,5115,95,18652,1986
"동구","남자","15세미만",20358,16,X,X,X,8,X,X,17906,15006,645,1592,X,X,185,89,70,319,2395,346,222,907,920,28,X,13
"동구","남자","15~19세",6645,59,X,X,X,56,X,X,5705,4159,361,913,X,X,40,40,37,155,806,82,47,345,332,X,70,5
"동구","남자","20~24세",7894,222,13,X,X,197,5,X,6357,4221,486,1191,X,X,46,39,106,268,726,35,45,311,335,6,524,59
"동구","남자","25~29세",11254,664,322,13,X,300,11,17,7622,4846,560,1526,6,6,62,28,99,489,730,45,29,295,361,X,1988,246
