"행정구역별(시군구)","거처의종류",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"용인시","주택이외의 거처",13382,15553,13828,25,175,1525,56752,21284,227,30950,4291
"용인시","오피스텔",7890,7909,7652,X,X,257,11735,11328,X,X,407
"처인구","계",86748,99739,95858,65,100,3716,261455,237751,522,14050,9132
"처인구","주택",82692,94550,91766,48,X,2735,237009,230838,380,20,5771
"처인구","단독주택",18650,29570,28068,18,X,1483,63690,60443,135,20,3092
"처인구","아파트",39256,39341,38860,9,X,472,109087,108052,63,X,972
"처인구","연립주택",5259,5277,5183,9,X,85,14330,14051,77,X,202
"처인구","다세대주택",18407,18473,17939,8,X,526,45567,44334,66,X,1167
"처인구","비거주용건물내 주택",1120,1889,1716,X,X,169,4335,3958,39,X,338
"처인구","주택이외의 거처",4056,5189,4092,17,99,981,24446,6913,142,14030,3361
"처인구","오피스텔",903,908,812,X,X,96,1444,1267,X,X,177
"기흥구","계",137594,153278,151111,28,56,2083,428383,408613,220,15705,3845
"기흥구","주택",133093,148114,146304,22,X,1784,404599,401041,166,148,3244
"기흥구","단독주택",6989,21463,20299,X,X,1157,41344,39239,25,125,1955
"기흥구","아파트",116775,116906,116489,8,X,409,339212,338334,51,X,827
"기흥구","연립주택",3053,3056,3028,X,X,27,8525,8461,9,X,55
"기흥구","다세대주택",5999,6023,5881,X,X,139,14065,13752,31,X,282
"기흥구","비거주용건물내 주택",277,666,607,6,X,52,1453,1255,50,23,125
"기흥구","주택이외의 거처",4501,5164,4807,6,52,299,23784,7572,54,15557,601
"기흥구","오피스텔",2827,2836,2776,X,X,60,4693,4591,X,X,102
"수지구","계",115956,126044,124783,33,24,1204,347092,343400,296,1363,2033
"수지구","주택",111131,120844,119854,31,X,959,338570,336601,265,X,1704
"수지구","단독주택",3369,12750,12217,5,X,528,22142,21215,44,X,883
"수지구","아파트",103840,103947,103562,23,X,362,307430,306531,202,X,697
"수지구","연립주택",1648,1650,1632,X,X,18,3935,3911,X,X,24
"수지구","다세대주택",2116,2121,2089,X,X,30,4332,4257,13,X,62
